,PRICE_NEW,BRANDNAME,KM_INT,FUEL,BODY,GEARBOX,DRIVE,COLOR,AGE,ENGINERANGE
456,849999,Tata,55000.0,Diesel,Sedan,Manual,4WD,Silver,11,1001-1500(cc)
457,650000,Tata,150000.0,Diesel,Pickup,Manual,4WD,White,11,2901-above(cc)
458,1150000,Tata,130000.0,Diesel,SUV,Manual,2WD,White,11,2001-2500(cc)
460,1075000,Tata,261434.0,Diesel,SUV,Automatic,2WD,Brown,10,2901-above(cc)
461,1200000,Tata,165000.0,Diesel,SUV,Automatic,2WD,Gray,10,2901-above(cc)
462,900000,Tata,40000.0,Petrol,Hatchback,Automatic,2WD,Gray,10,1001-1500(cc)
464,850000,Tata,90000.0,Diesel,Hatchback,Manual,2WD,Red,10,1001-1500(cc)
465,2500000,Tata,56000.0,Diesel,SUV,Manual,2WD,Silver,10,2001-2500(cc)
466,1150000,Tata,55000.0,Diesel,SUV,Manual,2WD,Silver,10,2001-2500(cc)
467,9050000,Tata,52000.0,Diesel,SUV,Automatic,4WD,Silver,10,2001-2500(cc)
468,2050000,Tata,68000.0,Diesel,SUV,Manual,4WD,White,10,2001-2500(cc)
469,650000,Tata,52000.0,Diesel,SUV,Automatic,4WD,Other Colors,9,1001-1500(cc)
474,1199999,Tata,52296.0,Diesel,Sedan,Automatic,2WD,Red,9,1001-1500(cc)
475,940000,Tata,74000.0,Diesel,Hatchback,Manual,2WD,Red,9,1001-1500(cc)
476,1050000,Tata,108000.0,Diesel,Sedan,Automatic,2WD,Silver,9,1001-1500(cc)
477,1400000,Tata,140000.0,Diesel,SUV,Manual,2WD,Silver,9,2901-above(cc)
478,900000,Tata,29000.0,Petrol,Sedan,Automatic,4WD,Silver,9,1001-1500(cc)
479,955000,Tata,102000.0,Diesel,SUV,Manual,2WD,White,9,1501-2000(cc)
480,850000,Tata,32000.0,Diesel,Van,Manual,2WD,White,9,2001-2500(cc)
481,675000,Tata,52000.0,Diesel,Pickup,Manual,2WD,White,9,0-1000(cc)
482,875000,Tata,55000.0,Diesel,Pickup,Manual,2WD,White,9,2901-above(cc)
483,500000,Tata,70000.0,Diesel,Van,Manual,2WD,White,8,1001-1500(cc)
484,1150000,Tata,65000.0,Diesel,Van,Automatic,2WD,Other Colors,9,1501-2000(cc)
485,1050000,Tata,50000.0,Diesel,Van,Manual,2WD,Other Colors,9,2001-2500(cc)
486,500000,Tata,130000.0,Diesel,Van,Manual,2WD,Blue,8,0-1000(cc)
487,400000,Tata,63467.0,Diesel,Pickup,Automatic,2WD,Brown,8,0-1000(cc)
489,1500000,Tata,44000.0,Petrol,Hatchback,Manual,2WD,Brown,8,1001-1500(cc)
490,400000,Tata,65000.0,Diesel,Pickup,Manual,2WD,Other Colors,8,0-1000(cc)
491,1450000,Tata,86000.0,Diesel,Pickup,Automatic,4WD,Gray,8,2501-2900(cc)
493,1850000,Tata,118000.0,Petrol,Sedan,Manual,2WD,Gray,8,1001-1500(cc)
494,1300000,Tata,150000.0,Diesel,SUV,Automatic,2WD,Maroon,8,2901-above(cc)
498,925000,Tata,47000.0,Diesel,Hatchback,Manual,2WD,Silver,8,1001-1500(cc)
499,1600000,Tata,62500.0,Diesel,SUV,Manual,2WD,Silver,8,2001-2500(cc)
500,1550000,Tata,99000.0,Diesel,Pickup,Automatic,4WD,Silver,8,2001-2500(cc)
501,1150000,Tata,38000.0,Petrol,Hatchback,Manual,2WD,Silver,8,1001-1500(cc)
503,1375000,Tata,65000.0,Diesel,SUV,Manual,2WD,White,8,2001-2500(cc)
504,1325000,Tata,80000.0,Diesel,Sedan,Manual,2WD,White,8,1001-1500(cc)
509,1650000,Tata,40500.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,1001-1500(cc)
510,650000,Tata,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,7,1001-1500(cc)
512,1450000,Tata,99000.0,Diesel,SUV,Manual,2WD,Red,7,2901-above(cc)
513,750000,Tata,37000.0,Diesel,Hatchback,Automatic,2WD,Silver,7,1001-1500(cc)
514,1400000,Tata,55000.0,Diesel,SUV,Manual,2WD,Silver,7,2901-above(cc)
515,3500000,Tata,74802.0,Diesel,SUV,Manual,4WD,Silver,6,2001-2500(cc)
517,1475000,Tata,60000.0,Petrol,Hatchback,Manual,2WD,White,7,1001-1500(cc)
519,1850000,Tata,48000.0,Petrol,Sedan,Manual,2WD,Blue,6,1001-1500(cc)
520,1620000,Tata,44000.0,Petrol,Hatchback,Manual,2WD,Blue,6,1001-1500(cc)
521,1550000,Tata,44000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
522,1899999,Tata,45000.0,Petrol,Sedan,Manual,2WD,Gray,6,1001-1500(cc)
523,1630000,Tata,45000.0,Petrol,Hatchback,Manual,2WD,Gray,6,1001-1500(cc)
524,1890000,Tata,50581.0,Diesel,Sedan,Manual,4WD,Maroon,6,1001-1500(cc)
527,1750000,Tata,21000.0,Petrol,SUV,Automatic,2WD,Other Colors,6,1001-1500(cc)
528,1450000,Tata,55000.0,Diesel,SUV,Manual,4WD,Silver,6,2001-2500(cc)
529,1650000,Tata,55000.0,Diesel,SUV,Manual,2WD,Silver,6,2501-2900(cc)
530,6500000,Tata,45600.0,Diesel,SUV,Manual,4WD,Silver,6,2001-2500(cc)
531,1700000,Tata,40000.0,Petrol,Hatchback,Manual,2WD,Silver,6,1001-1500(cc)
532,2200000,Tata,35000.0,Petrol,Sedan,Manual,2WD,White,5,1001-1500(cc)
533,1200000,Tata,168000.0,Petrol,SUV,Automatic,4WD,White,6,2001-2500(cc)
534,4299999,Tata,96791.0,Diesel,SUV,Manual,4WD,White,6,2001-2500(cc)
535,4200000,Tata,96791.0,Diesel,SUV,Manual,4WD,White,6,2001-2500(cc)
536,700000,Tata,30000.0,Diesel,Pickup,Manual,2WD,White,6,2501-2900(cc)
537,650000,Tata,20000.0,Diesel,Pickup,Manual,2WD,White,6,0-1000(cc)
538,850000,Tata,40000.0,Diesel,Sedan,Manual,2WD,White,6,1001-1500(cc)
539,1525000,Tata,57000.0,Petrol,Hatchback,Manual,2WD,White,6,1001-1500(cc)
540,1595000,Tata,82000.0,Diesel,Van,Automatic,2WD,Other Colors,6,1501-2000(cc)
541,1600000,Tata,82000.0,Diesel,Van,Manual,2WD,Other Colors,6,1501-2000(cc)
542,4899999,Tata,74634.0,Diesel,SUV,Manual,4WD,Blue,5,2001-2500(cc)
543,650000,Tata,60000.0,Diesel,Pickup,Automatic,2WD,Other Colors,5,0-1000(cc)
544,725000,Tata,34000.0,Diesel,Pickup,Manual,2WD,Blue,5,0-1000(cc)
545,700000,Tata,67000.0,Diesel,Pickup,Manual,2WD,Blue,5,0-1000(cc)
546,3175000,Tata,32000.0,Petrol,SUV,Manual,2WD,Blue,5,1001-1500(cc)
547,2925000,Tata,21000.0,Petrol,SUV,Manual,2WD,Blue,5,1001-1500(cc)
548,3500000,Tata,9000.0,Petrol,SUV,Manual,2WD,Blue,5,1001-1500(cc)
549,725000,Tata,70000.0,Diesel,Hatchback,Manual,4WD,Brown,5,0-1000(cc)
550,1800000,Tata,36000.0,Petrol,Hatchback,Manual,2WD,Gray,5,1001-1500(cc)
551,2600000,Tata,40000.0,Petrol,SUV,Automatic,2WD,Gray,5,1001-1500(cc)
552,2599999,Tata,40000.0,Petrol,SUV,Manual,2WD,Gray,5,1001-1500(cc)
556,3149000,Tata,43000.0,Petrol,SUV,Manual,4WD,Red,5,1001-1500(cc)
557,1800000,Tata,45000.0,Diesel,Pickup,Manual,4WD,Silver,5,2001-2500(cc)
559,1850000,Tata,20000.0,Petrol,Hatchback,Manual,2WD,Silver,5,1001-1500(cc)
560,750000,Tata,44000.0,Diesel,Pickup,Manual,4WD,White,5,0-1000(cc)
561,999999,Tata,59000.0,Diesel,Pickup,Manual,2WD,Other Colors,4,0-1000(cc)
563,2699999,Tata,36000.0,Petrol,SUV,Manual,2WD,Blue,4,1001-1500(cc)
564,1980000,Tata,20000.0,Petrol,Hatchback,Manual,2WD,Blue,4,1001-1500(cc)
565,1000000,Tata,60000.0,Diesel,Pickup,Manual,4WD,Brown,4,0-1000(cc)
566,2599000,Tata,41000.0,Petrol,SUV,Manual,2WD,Gray,4,1001-1500(cc)
567,2650000,Tata,42000.0,Petrol,SUV,Manual,2WD,Gray,3,1001-1500(cc)
568,3000000,Tata,47000.0,Petrol,SUV,Manual,2WD,Maroon,4,1001-1500(cc)
569,1200000,Tata,70000.0,Petrol,Pickup,Manual,4WD,Other Colors,4,2901-above(cc)
574,3575000,Tata,30000.0,Diesel,SUV,Manual,2WD,Red,3,1001-1500(cc)
576,2850000,Tata,18000.0,Petrol,SUV,Automatic,2WD,Red,4,1001-1500(cc)
577,3400000,Tata,10000.0,Petrol,SUV,Manual,2WD,Red,3,1001-1500(cc)
578,2400000,Tata,65000.0,Diesel,Pickup,Automatic,4WD,Silver,4,2001-2500(cc)
579,1950000,Tata,26000.0,Petrol,Hatchback,Manual,2WD,Silver,4,1001-1500(cc)
580,1850000,Tata,90000.0,Diesel,SUV,Automatic,4WD,White,4,1501-2000(cc)
581,1250000,Tata,230000.0,Diesel,Van,Manual,2WD,White,4,0-1000(cc)
582,3295000,Tata,33000.0,Petrol,SUV,Manual,2WD,White,4,1001-1500(cc)
583,1100000,Tata,67700.0,Petrol,Pickup,Automatic,2WD,White,3,2901-above(cc)
584,3550000,Tata,9500.0,Petrol,SUV,Manual,2WD,White,3,1001-1500(cc)
585,1300000,Tata,40943.0,Diesel,Pickup,Automatic,2WD,Other Colors,3,2901-above(cc)
586,850000,Tata,36000.0,Diesel,Pickup,Manual,2WD,Other Colors,3,0-1000(cc)
588,3425000,Tata,19000.0,Diesel,SUV,Manual,2WD,Maroon,3,1001-1500(cc)
591,2100000,Tata,17000.0,Petrol,Sedan,Manual,2WD,Red,3,1001-1500(cc)
592,2300000,Tata,7700.0,Petrol,Hatchback,Manual,2WD,Red,3,1001-1500(cc)
593,1800000,Tata,65318.0,Diesel,Pickup,Manual,4WD,White,3,2901-above(cc)
594,2950000,Tata,40000.0,Diesel,SUV,Manual,2WD,White,3,1001-1500(cc)
595,3500000,Tata,32570.0,Diesel,SUV,Manual,2WD,White,3,1001-1500(cc)
596,1600000,Tata,19000.0,Diesel,Pickup,Manual,2WD,Other Colors,2,0-1000(cc)
597,975000,Tata,11000.0,Diesel,Pickup,Automatic,2WD,Blue,2,0-1000(cc)
598,1250000,Tata,20000.0,Diesel,Pickup,Manual,2WD,Blue,2,0-1000(cc)
599,1100000,Tata,6000.0,Diesel,Pickup,Manual,2WD,Blue,2,0-1000(cc)
600,1000000,Tata,19000.0,Diesel,Pickup,Automatic,2WD,Other Colors,2,0-1000(cc)
602,1100000,Tata,2600.0,Petrol,Hatchback,Manual,2WD,Other Colors,2,0-1000(cc)
603,1400000,Tata,21000.0,Diesel,Pickup,Manual,2WD,Brown,2,0-1000(cc)
604,1100000,Tata,36500.0,Diesel,Pickup,Manual,2WD,Other Colors,2,0-1000(cc)
605,1500000,Tata,13000.0,Diesel,Pickup,Manual,2WD,Gray,2,0-1000(cc)
606,3500000,Tata,4000.0,Petrol,SUV,Automatic,2WD,Gray,2,1001-1500(cc)
612,3790000,Tata,28500.0,Petrol,SUV,Manual,2WD,Red,2,1001-1500(cc)
613,3500000,Tata,56000.0,Petrol,SUV,Manual,2WD,Red,2,1001-1500(cc)
614,1650000,Tata,42000.0,Diesel,Pickup,Manual,2WD,White,2,2901-above(cc)
615,1600000,Tata,35000.0,Diesel,Pickup,Automatic,2WD,White,2,2901-above(cc)
616,1600000,Tata,55000.0,Diesel,Pickup,Automatic,2WD,White,2,2901-above(cc)
617,1600000,Tata,60000.0,Diesel,Pickup,Automatic,2WD,White,2,2901-above(cc)
618,1750000,Tata,31999.0,Diesel,Pickup,Automatic,2WD,White,1,2901-above(cc)
619,2750000,Tata,19000.0,Petrol,Hatchback,Manual,2WD,White,2,1001-1500(cc)
621,4300000,Tata,26000.0,Petrol,SUV,Manual,2WD,White,1,1001-1500(cc)
622,2350000,Tata,8600.0,Petrol,Hatchback,Automatic,2WD,Black,1,1001-1500(cc)
623,1550000,Tata,8000.0,Diesel,Pickup,Automatic,2WD,Blue,1,0-1000(cc)
624,3450000,Tata,13500.0,Petrol,SUV,Manual,2WD,Gray,1,1001-1500(cc)
625,4100000,Tata,8995.0,Petrol,SUV,Manual,2WD,Other Colors,1,1001-1500(cc)
711,1450000,Renault,33000.0,Petrol,Hatchback,Manual,2WD,Other Colors,7,0-1000(cc)
712,2450000,Renault,53000.0,Diesel,SUV,Automatic,4WD,Brown,7,1001-1500(cc)
713,2200000,Renault,66000.0,Diesel,SUV,Manual,4WD,Brown,7,1001-1500(cc)
714,2275000,Renault,42000.0,Diesel,SUV,Manual,2WD,Brown,7,1001-1500(cc)
715,2550000,Renault,66000.0,Diesel,SUV,Manual,4WD,Brown,7,1001-1500(cc)
716,3100000,Renault,47000.0,Diesel,SUV,Manual,4WD,Other Colors,7,1001-1500(cc)
717,2500000,Renault,26000.0,Petrol,SUV,Manual,2WD,Other Colors,7,1001-1500(cc)
720,1300000,Renault,19000.0,Petrol,Hatchback,Manual,2WD,Red,7,0-1000(cc)
722,2500000,Renault,43900.0,Petrol,SUV,Manual,2WD,Silver,7,1501-2000(cc)
723,2290000,Renault,37000.0,Diesel,SUV,Automatic,2WD,Other Colors,6,1001-1500(cc)
725,3100000,Renault,77390.0,Diesel,SUV,Automatic,2WD,Brown,6,1001-1500(cc)
727,2999000,Renault,70000.0,Diesel,SUV,Manual,4WD,Brown,6,1001-1500(cc)
728,2050000,Renault,46000.0,Diesel,SUV,Manual,2WD,Brown,6,1001-1500(cc)
729,2600000,Renault,35000.0,Diesel,SUV,Manual,2WD,Other Colors,6,1001-1500(cc)
730,1250000,Renault,52000.0,Petrol,Hatchback,Automatic,2WD,Gray,6,0-1000(cc)
731,1350000,Renault,37000.0,Petrol,Hatchback,Manual,2WD,Gray,6,0-1000(cc)
732,1285000,Renault,40000.0,Petrol,Hatchback,Manual,2WD,Gray,6,0-1000(cc)
733,2600000,Renault,25000.0,Petrol,SUV,Manual,2WD,Gray,5,1001-1500(cc)
734,3200000,Renault,44543.0,Diesel,SUV,Automatic,2WD,Maroon,6,1501-2000(cc)
735,2500000,Renault,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,6,1001-1500(cc)
738,2900000,Renault,95000.0,Diesel,SUV,Automatic,2WD,Silver,6,1001-1500(cc)
739,1450000,Renault,30000.0,Petrol,Hatchback,Manual,2WD,Silver,6,0-1000(cc)
741,2450000,Renault,40912.0,Diesel,SUV,Manual,2WD,White,6,1001-1500(cc)
742,2350000,Renault,50000.0,Diesel,SUV,Manual,2WD,White,6,1001-1500(cc)
743,2650000,Renault,46000.0,Petrol,SUV,Manual,2WD,White,6,1001-1500(cc)
744,3000000,Renault,22000.0,Petrol,SUV,Automatic,2WD,White,6,1001-1500(cc)
745,3500000,Renault,22000.0,Petrol,SUV,Automatic,2WD,White,6,1001-1500(cc)
746,1075000,Renault,357000.0,Petrol,Hatchback,Manual,2WD,White,6,0-1000(cc)
747,2700000,Renault,67000.0,Petrol,SUV,Manual,2WD,White,6,1501-2000(cc)
748,2850000,Renault,38000.0,Petrol,SUV,Manual,2WD,Black,5,1001-1500(cc)
749,2650000,Renault,35000.0,Petrol,SUV,Manual,4WD,Brown,5,1001-1500(cc)
750,1475000,Renault,46000.0,Petrol,SUV,Automatic,4WD,Brown,5,0-1000(cc)
752,3350000,Renault,47000.0,Diesel,SUV,Manual,2WD,Other Colors,5,1001-1500(cc)
753,1400000,Renault,44000.0,Petrol,Hatchback,Manual,2WD,Gray,5,0-1000(cc)
754,1350000,Renault,50000.0,Petrol,Hatchback,Automatic,2WD,Gray,5,0-1000(cc)
755,1700000,Renault,8000.0,Petrol,Hatchback,Automatic,2WD,Other Colors,5,0-1000(cc)
757,2349900,Renault,33000.0,Diesel,SUV,Manual,2WD,Silver,5,1001-1500(cc)
758,2389999,Renault,45000.0,Diesel,SUV,Manual,2WD,Silver,5,1001-1500(cc)
762,2050000,Renault,32000.0,Petrol,SUV,Automatic,2WD,White,3,0-1000(cc)
763,1800000,Renault,21000.0,Petrol,Hatchback,Manual,2WD,Blue,3,0-1000(cc)
764,2350000,Renault,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,3,1501-2000(cc)
765,2000000,Renault,35000.0,Petrol,Hatchback,Manual,2WD,Red,3,0-1000(cc)
766,1890000,Renault,10000.0,Petrol,Hatchback,Manual,2WD,Silver,3,0-1000(cc)
767,2700000,Renault,2800.0,Petrol,Sedan,Manual,2WD,White,3,0-1000(cc)
768,2550000,Renault,2700.0,Petrol,SUV,Automatic,2WD,White,3,0-1000(cc)
769,3500000,Renault,8800.0,Petrol,SUV,Automatic,2WD,Blue,2,0-1000(cc)
770,3500000,Renault,8700.0,Petrol,SUV,Automatic,2WD,Blue,2,0-1000(cc)
771,3275000,Renault,19000.0,Petrol,SUV,Manual,2WD,Blue,2,0-1000(cc)
772,2550000,Renault,22000.0,Petrol,SUV,Manual,2WD,Gray,2,0-1000(cc)
773,3550000,Renault,18000.0,Petrol,SUV,Automatic,2WD,Gray,2,0-1000(cc)
774,2850000,Renault,5000.0,Diesel,SUV,Automatic,2WD,Maroon,2,0-1000(cc)
775,2550000,Renault,28000.0,Petrol,SUV,Manual,2WD,Other Colors,2,0-1000(cc)
776,2700000,Renault,34000.0,Petrol,SUV,Automatic,2WD,Other Colors,2,0-1000(cc)
777,2925000,Renault,10010.0,Petrol,SUV,Manual,2WD,Silver,2,0-1000(cc)
778,2050000,Renault,1750.0,Petrol,Hatchback,Manual,2WD,Silver,2,0-1000(cc)
779,2700000,Renault,24500.0,Petrol,SUV,Manual,2WD,Silver,2,0-1000(cc)
780,2350000,Renault,32000.0,Petrol,SUV,Automatic,2WD,White,2,0-1000(cc)
781,2250000,Renault,40000.0,Petrol,SUV,Manual,2WD,White,2,0-1000(cc)
782,2150000,Renault,22000.0,Petrol,Hatchback,Automatic,2WD,Silver,1,0-1000(cc)
866,1550000,Nissan,85000.0,Diesel,SUV,Automatic,4WD,White,32,2901-above(cc)
867,1900000,Nissan,230000.0,Diesel,SUV,Manual,4WD,Blue,31,2501-2900(cc)
868,1800000,Nissan,100000.0,Diesel,SUV,Manual,4WD,White,28,2501-2900(cc)
869,400000,Nissan,60000.0,Diesel,Sedan,Manual,4WD,Maroon,24,1501-2000(cc)
874,1850000,Nissan,87000.0,Petrol,SUV,Automatic,4WD,Black,21,2001-2500(cc)
876,1600000,Nissan,147500.0,Diesel,SUV,Manual,4WD,Black,20,2001-2500(cc)
877,725000,Nissan,60000.0,Petrol,Sedan,Manual,2WD,Black,20,1501-2000(cc)
878,750000,Nissan,111000.0,Petrol,Sedan,Manual,2WD,Other Colors,20,1001-1500(cc)
880,2100000,Nissan,160000.0,Diesel,Pickup,Manual,4WD,Red,19,2901-above(cc)
881,1850000,Nissan,75000.0,Diesel,Pickup,Manual,4WD,Other Colors,17,2901-above(cc)
882,1100000,Nissan,78000.0,Petrol,Sedan,Manual,2WD,Gray,18,1501-2000(cc)
887,1350000,Nissan,65000.0,Petrol,Sedan,Manual,2WD,Black,16,1501-2000(cc)
888,2350000,Nissan,80709.0,Diesel,SUV,Manual,4WD,Other Colors,16,2001-2500(cc)
889,2000000,Nissan,250000.0,Diesel,SUV,Manual,4WD,Gray,16,2001-2500(cc)
890,925000,Nissan,150000.0,Petrol,Sedan,Manual,2WD,Gray,16,1501-2000(cc)
892,1000000,Nissan,83000.0,Petrol,Sedan,Manual,2WD,Gray,16,1501-2000(cc)
893,1200000,Nissan,70000.0,Petrol,Sedan,Manual,2WD,Other Colors,16,1501-2000(cc)
894,2425000,Nissan,75000.0,Diesel,SUV,Manual,4WD,Red,16,2001-2500(cc)
895,1199000,Nissan,68000.0,Petrol,Sedan,Manual,2WD,Gray,15,1501-2000(cc)
896,1150000,Nissan,67000.0,Petrol,Sedan,Manual,2WD,Gray,15,1501-2000(cc)
897,1250000,Nissan,85000.0,Petrol,Sedan,Automatic,2WD,Gray,15,1501-2000(cc)
898,1200000,Nissan,45000.0,Petrol,Sedan,Manual,2WD,Gray,15,1501-2000(cc)
901,1125000,Nissan,68500.0,Petrol,Sedan,Manual,2WD,Silver,15,1501-2000(cc)
902,1400000,Nissan,120000.0,Petrol,Sedan,Automatic,2WD,Black,14,1501-2000(cc)
903,2900000,Nissan,77000.0,Diesel,SUV,Manual,4WD,Other Colors,14,1501-2000(cc)
905,1590000,Nissan,43800.0,Petrol,Sedan,Manual,2WD,Silver,14,1501-2000(cc)
906,1450000,Nissan,64097.0,Petrol,Sedan,Manual,2WD,Silver,14,1501-2000(cc)
908,2399999,Nissan,78000.0,Diesel,SUV,Manual,4WD,Other Colors,13,2001-2500(cc)
910,1599000,Nissan,55000.0,Petrol,Sedan,Manual,2WD,Black,13,1501-2000(cc)
911,1580000,Nissan,45000.0,Petrol,Sedan,Manual,2WD,Black,13,1501-2000(cc)
912,1450000,Nissan,65000.0,Petrol,Sedan,Manual,2WD,Gray,13,1501-2000(cc)
913,1775000,Nissan,31000.0,Petrol,Sedan,Manual,2WD,Gray,13,1501-2000(cc)
914,3750000,Nissan,59279.0,Diesel,SUV,Automatic,4WD,Silver,13,1501-2000(cc)
915,4000000,Nissan,71000.0,Diesel,SUV,Automatic,4WD,Silver,13,1501-2000(cc)
916,3050000,Nissan,65000.0,Diesel,Pickup,Manual,4WD,Other Colors,12,2001-2500(cc)
917,2650000,Nissan,65100.0,Diesel,Pickup,Manual,4WD,Silver,11,2001-2500(cc)
926,1199000,Nissan,47000.0,Petrol,SUV,Automatic,4WD,Other Colors,8,1001-1500(cc)
927,4650000,Nissan,163000.0,Diesel,Van,Manual,2WD,Brown,8,2001-2500(cc)
928,1650000,Nissan,56000.0,Petrol,Sedan,Manual,2WD,Brown,8,1001-1500(cc)
929,1525000,Nissan,56000.0,Petrol,Sedan,Manual,2WD,Gray,8,1001-1500(cc)
930,4100000,Nissan,44000.0,Petrol,Pickup,Manual,4WD,Gray,8,2001-2500(cc)
931,4100000,Nissan,44000.0,Petrol,SUV,Manual,4WD,Gray,8,1001-1500(cc)
934,1525000,Nissan,56000.0,Petrol,Sedan,Automatic,2WD,Silver,8,1001-1500(cc)
935,7000000,Nissan,55000.0,Diesel,Pickup,Automatic,4WD,Black,7,2001-2500(cc)
936,6088000,Nissan,78000.0,Petrol,SUV,Automatic,4WD,Black,6,1501-2000(cc)
944,2564917,Nissan,12677.0,Petrol,SUV,Automatic,2WD,Other Colors,5,2001-2500(cc)
948,1240000,Nissan,35000.0,Petrol,Hatchback,Automatic,2WD,Red,6,1001-1500(cc)
949,1400000,Nissan,55000.0,Petrol,Hatchback,Automatic,2WD,Silver,6,1001-1500(cc)
950,1590000,Nissan,42312.0,Petrol,Hatchback,Manual,2WD,Silver,6,1001-1500(cc)
952,7500000,Nissan,42000.0,Petrol,SUV,Automatic,4WD,White,6,1501-2000(cc)
953,1650000,Nissan,42000.0,Petrol,Hatchback,Manual,2WD,White,6,1001-1500(cc)
954,3550000,Nissan,60000.0,Diesel,SUV,Manual,2WD,Other Colors,5,1001-1500(cc)
955,1800000,Nissan,34000.0,Petrol,Hatchback,Manual,2WD,Other Colors,5,1001-1500(cc)
956,7500000,Nissan,32000.0,Diesel,Pickup,Automatic,4WD,Brown,5,2001-2500(cc)
957,1700000,Nissan,40000.0,Petrol,Hatchback,Manual,2WD,Maroon,5,1001-1500(cc)
960,1700000,Nissan,36000.0,Petrol,SUV,Automatic,4WD,Red,5,1001-1500(cc)
961,1690000,Nissan,31528.0,Petrol,Hatchback,Manual,2WD,Red,5,1001-1500(cc)
962,3000000,Nissan,15900.0,Petrol,SUV,Manual,2WD,Red,5,1501-2000(cc)
963,1730000,Nissan,33500.0,Petrol,Hatchback,Manual,2WD,Red,5,1001-1500(cc)
964,3000000,Nissan,15858.0,Petrol,SUV,Manual,2WD,Red,5,1501-2000(cc)
965,2800000,Nissan,32000.0,Petrol,SUV,Manual,2WD,Silver,5,1501-2000(cc)
966,3250000,Nissan,5000.0,Petrol,SUV,Manual,2WD,Silver,5,1501-2000(cc)
967,4550000,Nissan,5000.0,Diesel,Van,Manual,4WD,Silver,5,2001-2500(cc)
968,1650000,Nissan,45000.0,Petrol,Hatchback,Manual,2WD,Silver,5,1001-1500(cc)
969,2125000,Nissan,49000.0,Petrol,Sedan,Manual,2WD,Silver,5,1001-1500(cc)
970,4200000,Nissan,19000.0,Petrol,Hatchback,Manual,2WD,Gray,4,1001-1500(cc)
971,4650000,Nissan,20000.0,Diesel,SUV,Manual,2WD,Silver,3,1001-1500(cc)
973,4000000,Nissan,9000.0,Diesel,SUV,Manual,2WD,White,4,1001-1500(cc)
974,3850000,Nissan,10419.0,Diesel,SUV,Manual,2WD,White,4,1001-1500(cc)
975,3500000,Nissan,32000.0,Diesel,Hatchback,Manual,2WD,White,4,1001-1500(cc)
977,4000000,Nissan,45000.0,Petrol,SUV,Manual,2WD,White,4,1001-1500(cc)
979,4100000,Nissan,9770.0,Diesel,SUV,Manual,2WD,Silver,2,1001-1500(cc)
983,3000000,Nissan,30400.0,Petrol,SUV,Manual,2WD,Brown,2,0-1000(cc)
985,3675000,Nissan,40000.0,Petrol,SUV,Manual,2WD,Gray,2,1001-1500(cc)
986,2700000,Nissan,12500.0,Petrol,SUV,Automatic,2WD,Silver,2,0-1000(cc)
987,3350000,Nissan,13000.0,Petrol,SUV,Manual,2WD,Silver,2,0-1000(cc)
988,2700000,Nissan,26000.0,Petrol,SUV,Manual,2WD,Silver,2,0-1000(cc)
989,3000000,Nissan,18000.0,Petrol,SUV,Manual,2WD,Silver,2,0-1000(cc)
990,3500000,Nissan,6757.0,Petrol,SUV,Manual,4WD,White,2,0-1000(cc)
991,5200000,Nissan,8000.0,Petrol,SUV,Manual,2WD,White,2,1001-1500(cc)
994,4600000,Nissan,28500.0,Petrol,SUV,Manual,2WD,Gray,1,1001-1500(cc)
995,2800000,Nissan,3000.0,Petrol,SUV,Manual,2WD,Silver,1,0-1000(cc)
996,3125000,Nissan,34000.0,Petrol,SUV,Manual,2WD,White,1,0-1000(cc)
1059,1975000,Maruti Suzuki,108000.0,Petrol,SUV,Manual,4WD,Other Colors,42,0-1000(cc)
1060,990000,Maruti Suzuki,45000.0,Petrol,SUV,Manual,4WD,Gray,36,1001-1500(cc)
1061,1225000,Maruti Suzuki,142000.0,Petrol,SUV,Manual,4WD,Other Colors,33,0-1000(cc)
1063,500000,Maruti Suzuki,65000.0,Petrol,SUV,Manual,4WD,White,31,0-1000(cc)
1066,299000,Maruti Suzuki,1000.0,Petrol,Hatchback,Automatic,2WD,Red,27,0-1000(cc)
1067,675000,Maruti Suzuki,88000.0,Petrol,SUV,Manual,4WD,White,26,0-1000(cc)
1069,800000,Maruti Suzuki,44000.0,Petrol,SUV,Manual,4WD,White,25,0-1000(cc)
1070,375000,Maruti Suzuki,120000.0,Petrol,Hatchback,Automatic,2WD,Other Colors,24,0-1000(cc)
1072,354999,Maruti Suzuki,78000.0,Petrol,Hatchback,Manual,2WD,Red,24,0-1000(cc)
1073,410000,Maruti Suzuki,29989.0,Petrol,Hatchback,Manual,2WD,White,24,0-1000(cc)
1074,775000,Maruti Suzuki,15548.0,Petrol,Hatchback,Automatic,2WD,Gray,23,0-1000(cc)
1076,365000,Maruti Suzuki,50000.0,Petrol,Hatchback,Manual,2WD,Red,23,0-1000(cc)
1077,475000,Maruti Suzuki,96000.0,Petrol,Hatchback,Automatic,2WD,Silver,23,1001-1500(cc)
1079,430000,Maruti Suzuki,70000.0,Petrol,Hatchback,Manual,2WD,Silver,21,0-1000(cc)
