,PRICE_NEW,BRANDNAME,KM_INT,FUEL,BODY,GEARBOX,DRIVE,COLOR,AGE,ENGINERANGE
1080,775000,Maruti Suzuki,100000.0,Petrol,SUV,Manual,4WD,White,22,1001-1500(cc)
1081,875000,Maruti Suzuki,70000.0,Petrol,SUV,Manual,4WD,White,22,1001-1500(cc)
1082,275000,Maruti Suzuki,36000.0,Petrol,Hatchback,Manual,2WD,White,22,0-1000(cc)
1083,700000,Maruti Suzuki,64000.0,Petrol,Hatchback,Manual,2WD,Gray,21,0-1000(cc)
1085,575000,Maruti Suzuki,74000.0,Petrol,Hatchback,Automatic,2WD,Red,21,1001-1500(cc)
1086,520000,Maruti Suzuki,151000.0,Petrol,Hatchback,Automatic,2WD,Silver,20,1001-1500(cc)
1089,360000,Maruti Suzuki,99900.0,Petrol,Hatchback,Automatic,2WD,Red,20,0-1000(cc)
1090,475000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,White,20,0-1000(cc)
1091,415000,Maruti Suzuki,60000.0,Petrol,Hatchback,Manual,2WD,White,20,0-1000(cc)
1092,550000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,White,19,0-1000(cc)
1093,700000,Maruti Suzuki,63000.0,Diesel,SUV,Manual,4WD,Other Colors,19,1001-1500(cc)
1094,525000,Maruti Suzuki,90000.0,Petrol,Hatchback,Manual,2WD,Black,19,0-1000(cc)
1096,700000,Maruti Suzuki,85000.0,Petrol,Sedan,Manual,2WD,Gray,19,0-1000(cc)
1097,550000,Maruti Suzuki,97000.0,Petrol,Hatchback,Manual,2WD,Other Colors,19,0-1000(cc)
1098,500000,Maruti Suzuki,70000.0,Petrol,Hatchback,Manual,2WD,Red,19,0-1000(cc)
1101,425000,Maruti Suzuki,146000.0,Petrol,Hatchback,Manual,2WD,Silver,19,0-1000(cc)
1102,575000,Maruti Suzuki,105000.0,Petrol,Hatchback,Manual,2WD,Silver,19,0-1000(cc)
1103,655000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,White,19,0-1000(cc)
1104,655000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,White,18,0-1000(cc)
1105,655000,Maruti Suzuki,150000.0,Petrol,Hatchback,Manual,2WD,White,18,0-1000(cc)
1106,650000,Maruti Suzuki,75000.0,Petrol,SUV,Manual,4WD,Other Colors,18,1001-1500(cc)
1107,575000,Maruti Suzuki,65000.0,Petrol,SUV,Automatic,4WD,Blue,18,0-1000(cc)
1108,950000,Maruti Suzuki,55000.0,Petrol,Hatchback,Automatic,2WD,Blue,18,1001-1500(cc)
1109,895000,Maruti Suzuki,69000.0,Petrol,Hatchback,Manual,2WD,Gray,18,1001-1500(cc)
1111,750000,Maruti Suzuki,88000.0,Petrol,Hatchback,Manual,2WD,Silver,18,1001-1500(cc)
1112,1135000,Maruti Suzuki,64000.0,Petrol,Hatchback,Manual,2WD,Silver,18,1001-1500(cc)
1113,699000,Maruti Suzuki,42000.0,Petrol,Hatchback,Manual,2WD,Silver,18,0-1000(cc)
1114,890000,Maruti Suzuki,77000.0,Petrol,Hatchback,Automatic,2WD,Silver,18,1001-1500(cc)
1116,800000,Maruti Suzuki,91000.0,Petrol,SUV,Automatic,4WD,Silver,18,1001-1500(cc)
1117,300000,Maruti Suzuki,87049.0,Petrol,Van,Automatic,2WD,White,18,0-1000(cc)
1118,10900000,Maruti Suzuki,123000.0,Petrol,SUV,Automatic,4WD,Blue,17,1001-1500(cc)
1119,530000,Maruti Suzuki,99999.0,Petrol,Hatchback,Manual,2WD,Other Colors,17,0-1000(cc)
1121,900000,Maruti Suzuki,121000.0,Petrol,Sedan,Manual,2WD,Blue,16,1001-1500(cc)
1123,600000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Gray,17,0-1000(cc)
1124,600000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Gray,17,0-1000(cc)
1125,799999,Maruti Suzuki,68000.0,Petrol,Hatchback,Manual,2WD,Other Colors,17,1001-1500(cc)
1127,1299000,Maruti Suzuki,68000.0,Petrol,Hatchback,Manual,2WD,Red,17,1001-1500(cc)
1128,975000,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Red,17,1001-1500(cc)
1129,525000,Maruti Suzuki,59750.0,Petrol,Hatchback,Manual,2WD,Silver,17,0-1000(cc)
1131,2400000,Maruti Suzuki,60000.0,Petrol,SUV,Manual,4WD,Silver,17,1501-2000(cc)
1132,1650000,Maruti Suzuki,82000.0,Petrol,SUV,Manual,4WD,Silver,17,1501-2000(cc)
1133,1150000,Maruti Suzuki,52000.0,Petrol,SUV,Manual,4WD,White,17,1001-1500(cc)
1134,950000,Maruti Suzuki,400000.0,Petrol,Hatchback,Manual,2WD,White,17,0-1000(cc)
1135,1700000,Maruti Suzuki,64000.0,Petrol,SUV,Manual,4WD,White,17,1501-2000(cc)
1136,1065000,Maruti Suzuki,50000.0,Petrol,Hatchback,Automatic,2WD,Blue,16,1001-1500(cc)
1138,1220000,Maruti Suzuki,45500.0,Petrol,Hatchback,Manual,2WD,Gray,16,1001-1500(cc)
1139,960000,Maruti Suzuki,75000.0,Petrol,SUV,Manual,2WD,Gray,16,1001-1500(cc)
1140,750000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Gray,16,0-1000(cc)
1141,650000,Maruti Suzuki,98000.0,Petrol,Hatchback,Manual,2WD,Gray,16,0-1000(cc)
1142,450000,Maruti Suzuki,50000.0,Petrol,Van,Manual,2WD,Other Colors,16,0-1000(cc)
1143,750000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Other Colors,16,0-1000(cc)
1147,675000,Maruti Suzuki,62000.0,Petrol,Hatchback,Manual,2WD,Red,16,0-1000(cc)
1148,775000,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Red,16,0-1000(cc)
1149,875000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Red,16,1001-1500(cc)
1150,875000,Maruti Suzuki,68000.0,Petrol,Hatchback,Manual,2WD,Red,16,1001-1500(cc)
1151,875000,Maruti Suzuki,68000.0,Petrol,Hatchback,Manual,2WD,Red,16,1001-1500(cc)
1153,725000,Maruti Suzuki,34000.0,Petrol,Hatchback,Manual,2WD,Silver,16,0-1000(cc)
1154,1200000,Maruti Suzuki,48000.0,Petrol,Hatchback,Automatic,2WD,Silver,16,1001-1500(cc)
1155,1150000,Maruti Suzuki,70000.0,Petrol,Sedan,Manual,2WD,Other Colors,16,0-1000(cc)
1157,820000,Maruti Suzuki,80000.0,Petrol,Hatchback,Automatic,2WD,Other Colors,15,0-1000(cc)
1158,1175000,Maruti Suzuki,65000.0,Petrol,Hatchback,Automatic,2WD,Blue,15,1001-1500(cc)
1159,900000,Maruti Suzuki,68000.0,Petrol,Hatchback,Manual,2WD,Blue,14,1001-1500(cc)
1160,1190000,Maruti Suzuki,73000.0,Petrol,Hatchback,Manual,4WD,Other Colors,15,1001-1500(cc)
1161,725000,Maruti Suzuki,92000.0,Petrol,Hatchback,Manual,2WD,Other Colors,15,0-1000(cc)
1162,800000,Maruti Suzuki,77000.0,Petrol,Hatchback,Manual,2WD,Other Colors,15,1001-1500(cc)
1164,755000,Maruti Suzuki,90000.0,Diesel,SUV,Automatic,4WD,Red,15,1001-1500(cc)
1165,775000,Maruti Suzuki,78000.0,Petrol,Hatchback,Manual,4WD,Silver,15,0-1000(cc)
1166,525000,Maruti Suzuki,61000.0,Petrol,Van,Manual,2WD,Silver,15,0-1000(cc)
1167,769000,Maruti Suzuki,76987.0,Petrol,Hatchback,Manual,2WD,Silver,15,0-1000(cc)
1168,765000,Maruti Suzuki,59850.0,Petrol,Hatchback,Manual,2WD,Silver,15,0-1000(cc)
1169,550000,Maruti Suzuki,67279.0,Petrol,Hatchback,Manual,4WD,Silver,15,0-1000(cc)
1170,735000,Maruti Suzuki,72800.0,Petrol,Hatchback,Automatic,2WD,Silver,15,0-1000(cc)
1171,850000,Maruti Suzuki,70000.0,Petrol,Hatchback,Manual,2WD,Silver,14,0-1000(cc)
1172,600000,Maruti Suzuki,234567.0,Petrol,Hatchback,Automatic,2WD,White,15,0-1000(cc)
1173,760000,Maruti Suzuki,51000.0,Petrol,Hatchback,Manual,2WD,Blue,14,0-1000(cc)
1174,1650000,Maruti Suzuki,51000.0,Petrol,SUV,Manual,4WD,Blue,14,1001-1500(cc)
1175,915000,Maruti Suzuki,64000.0,Petrol,Hatchback,Automatic,2WD,Other Colors,13,1001-1500(cc)
1176,1650000,Maruti Suzuki,46000.0,Petrol,SUV,Manual,4WD,Blue,13,1001-1500(cc)
1177,975000,Maruti Suzuki,44000.0,Petrol,Hatchback,Manual,2WD,Blue,13,0-1000(cc)
1178,650000,Maruti Suzuki,65000.0,Petrol,SUV,Manual,4WD,Brown,14,1501-2000(cc)
1180,950000,Maruti Suzuki,51000.0,Petrol,Hatchback,Manual,2WD,Gray,14,0-1000(cc)
1181,1025000,Maruti Suzuki,49000.0,Petrol,Hatchback,Manual,2WD,Other Colors,14,0-1000(cc)
1182,1025000,Maruti Suzuki,49000.0,Petrol,Hatchback,Manual,2WD,Other Colors,14,0-1000(cc)
1183,925000,Maruti Suzuki,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,14,0-1000(cc)
1184,985000,Maruti Suzuki,62000.0,Petrol,Hatchback,Manual,2WD,Other Colors,14,0-1000(cc)
1186,1200000,Maruti Suzuki,89000.0,Petrol,Sedan,Automatic,2WD,Other Colors,14,1001-1500(cc)
1187,1025000,Maruti Suzuki,83000.0,Petrol,Hatchback,Manual,2WD,Other Colors,14,0-1000(cc)
1188,950000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Red,14,1001-1500(cc)
1189,775000,Maruti Suzuki,72000.0,Petrol,Hatchback,Automatic,2WD,Red,14,0-1000(cc)
1191,1195000,Maruti Suzuki,63000.0,Petrol,Hatchback,Manual,4WD,Silver,14,1001-1500(cc)
1192,1350000,Maruti Suzuki,62143.0,Petrol,Sedan,Manual,2WD,Silver,14,1001-1500(cc)
1193,750000,Maruti Suzuki,64500.0,Petrol,Hatchback,Manual,2WD,Silver,14,0-1000(cc)
1194,1020000,Maruti Suzuki,68000.0,Petrol,Hatchback,Automatic,2WD,Silver,14,0-1000(cc)
1195,940000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Silver,14,0-1000(cc)
1196,1350000,Maruti Suzuki,64500.0,Petrol,Hatchback,Manual,2WD,Silver,14,1001-1500(cc)
1197,1350000,Maruti Suzuki,78000.0,Petrol,Sedan,Manual,2WD,Silver,14,1001-1500(cc)
1198,850000,Maruti Suzuki,100000.0,Petrol,Hatchback,Manual,2WD,Silver,14,0-1000(cc)
1199,875000,Maruti Suzuki,60000.0,Petrol,Hatchback,Automatic,2WD,Silver,14,0-1000(cc)
1200,1250000,Maruti Suzuki,50000.0,Petrol,SUV,Manual,2WD,Silver,13,1001-1500(cc)
1201,975000,Maruti Suzuki,44000.0,Petrol,Hatchback,Manual,2WD,Silver,13,0-1000(cc)
1203,1425000,Maruti Suzuki,62000.0,Petrol,SUV,Automatic,4WD,Black,13,1001-1500(cc)
1204,930000,Maruti Suzuki,60000.0,Petrol,SUV,Manual,2WD,Blue,13,1001-1500(cc)
1205,1400000,Maruti Suzuki,74000.0,Petrol,Sedan,Manual,2WD,Blue,13,1001-1500(cc)
1206,1275000,Maruti Suzuki,60000.0,Petrol,Sedan,Manual,2WD,Other Colors,13,1001-1500(cc)
1208,650000,Maruti Suzuki,70000.0,Petrol,Van,Manual,2WD,Other Colors,13,0-1000(cc)
1211,1225000,Maruti Suzuki,53000.0,Petrol,Hatchback,Manual,2WD,Gray,13,0-1000(cc)
1212,1325000,Maruti Suzuki,68000.0,Petrol,Sedan,Manual,2WD,Gray,13,1001-1500(cc)
1213,1450000,Maruti Suzuki,57000.0,Petrol,Hatchback,Manual,2WD,Gray,13,1001-1500(cc)
1214,1050000,Maruti Suzuki,67000.0,Petrol,Hatchback,Manual,2WD,Gray,13,0-1000(cc)
1215,1400000,Maruti Suzuki,66000.0,Petrol,Sedan,Manual,2WD,Gray,12,1001-1500(cc)
1216,1375000,Maruti Suzuki,74000.0,Petrol,Sedan,Manual,2WD,Other Colors,13,1001-1500(cc)
1217,799999,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Maroon,13,0-1000(cc)
1218,1000000,Maruti Suzuki,58000.0,Petrol,Hatchback,Manual,2WD,Other Colors,13,0-1000(cc)
1221,1375000,Maruti Suzuki,66000.0,Petrol,Sedan,Manual,2WD,Other Colors,13,1001-1500(cc)
1223,1650000,Maruti Suzuki,57000.0,Petrol,Hatchback,Manual,2WD,Other Colors,13,1001-1500(cc)
1225,1050000,Maruti Suzuki,88000.0,Petrol,Hatchback,Manual,2WD,Silver,13,1001-1500(cc)
1226,1400000,Maruti Suzuki,73000.0,Petrol,Sedan,Manual,2WD,Silver,13,1001-1500(cc)
1228,1050000,Maruti Suzuki,70000.0,Petrol,Hatchback,Manual,2WD,Silver,13,0-1000(cc)
1230,1100000,Maruti Suzuki,58000.0,Petrol,Hatchback,Manual,2WD,Silver,13,1001-1500(cc)
1231,1075000,Maruti Suzuki,47000.0,Petrol,Hatchback,Manual,2WD,Silver,12,0-1000(cc)
1232,370000,Maruti Suzuki,70000.0,Diesel,Van,Automatic,2WD,White,13,1001-1500(cc)
1233,1150000,Maruti Suzuki,66000.0,Petrol,Hatchback,Automatic,2WD,White,13,1001-1500(cc)
1235,1375000,Maruti Suzuki,66000.0,Petrol,Sedan,Manual,2WD,White,13,1001-1500(cc)
1236,1095000,Maruti Suzuki,48000.0,Petrol,Hatchback,Manual,2WD,Other Colors,12,0-1000(cc)
1237,1050000,Maruti Suzuki,63000.0,Petrol,Hatchback,Manual,2WD,Gray,12,0-1000(cc)
1242,1020000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Silver,12,0-1000(cc)
1243,575000,Maruti Suzuki,71000.0,Petrol,Hatchback,Manual,2WD,Silver,12,1001-1500(cc)
1244,1100000,Maruti Suzuki,52000.0,Petrol,Van,Manual,2WD,White,12,1001-1500(cc)
1245,425000,Maruti Suzuki,81000.0,Petrol,Van,Manual,2WD,White,12,0-1000(cc)
1248,1675000,Maruti Suzuki,57000.0,Petrol,Hatchback,Manual,2WD,Gray,11,1001-1500(cc)
1249,950000,Maruti Suzuki,64000.0,Petrol,Hatchback,Manual,2WD,Gray,11,0-1000(cc)
1250,1075000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Gray,11,0-1000(cc)
1252,680000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Other Colors,11,0-1000(cc)
1254,800000,Maruti Suzuki,90000.0,Petrol,Sedan,Manual,2WD,Red,11,0-1000(cc)
1257,1350000,Maruti Suzuki,75000.0,Petrol,Hatchback,Manual,2WD,Silver,11,0-1000(cc)
1258,899999,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Silver,11,0-1000(cc)
1259,1650000,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Silver,11,1001-1500(cc)
1260,875000,Maruti Suzuki,42900.0,Petrol,Van,Manual,2WD,Silver,10,0-1000(cc)
1261,1675000,Maruti Suzuki,50000.0,Petrol,Hatchback,Manual,2WD,White,11,1001-1500(cc)
1262,400000,Maruti Suzuki,80000.0,Petrol,Van,Automatic,2WD,White,11,0-1000(cc)
1264,1099999,Maruti Suzuki,76000.0,Petrol,Hatchback,Manual,2WD,Other Colors,10,0-1000(cc)
1265,1800000,Maruti Suzuki,50000.0,Petrol,Sedan,Manual,2WD,Other Colors,9,1001-1500(cc)
1266,1800000,Maruti Suzuki,95300.0,Petrol,Sedan,Manual,2WD,Blue,10,1001-1500(cc)
1267,925000,Maruti Suzuki,70000.0,Petrol,Hatchback,Automatic,2WD,Blue,10,0-1000(cc)
1268,1390000,Maruti Suzuki,57000.0,Petrol,Hatchback,Manual,2WD,Gray,10,0-1000(cc)
1269,1100000,Maruti Suzuki,48000.0,Petrol,Hatchback,Manual,2WD,Gray,10,0-1000(cc)
1270,1200000,Maruti Suzuki,100000.0,Petrol,Van,Manual,2WD,Gray,10,1001-1500(cc)
1271,1575000,Maruti Suzuki,70000.0,Petrol,Sedan,Manual,2WD,Gray,10,1001-1500(cc)
1272,1075000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Gray,10,0-1000(cc)
1274,1020000,Maruti Suzuki,43000.0,Petrol,Hatchback,Manual,2WD,Gray,10,0-1000(cc)
1275,1590000,Maruti Suzuki,60000.0,Petrol,Sedan,Automatic,2WD,Gray,10,1001-1500(cc)
1279,1300000,Maruti Suzuki,52000.0,Petrol,Hatchback,Manual,2WD,Other Colors,10,0-1000(cc)
1283,1400000,Maruti Suzuki,51000.0,Petrol,Hatchback,Manual,2WD,Other Colors,10,0-1000(cc)
1285,1225000,Maruti Suzuki,24500.0,Petrol,Hatchback,Manual,2WD,Red,10,0-1000(cc)
1286,1020000,Maruti Suzuki,92000.0,Petrol,SUV,Automatic,4WD,Silver,10,0-1000(cc)
1287,1375000,Maruti Suzuki,49000.0,Petrol,Hatchback,Manual,2WD,Silver,10,1001-1500(cc)
1288,1925000,Maruti Suzuki,55000.0,Petrol,Sedan,Manual,2WD,Silver,10,1001-1500(cc)
1291,1675000,Maruti Suzuki,58000.0,Petrol,Sedan,Manual,2WD,Silver,10,1001-1500(cc)
1293,1800000,Maruti Suzuki,44000.0,Petrol,Hatchback,Manual,2WD,Silver,10,1001-1500(cc)
1294,1250000,Maruti Suzuki,70000.0,Petrol,Hatchback,Manual,2WD,Silver,10,0-1000(cc)
1295,1915000,Maruti Suzuki,33000.0,Petrol,Hatchback,Manual,2WD,Silver,9,1001-1500(cc)
1296,1915000,Maruti Suzuki,33000.0,Petrol,Hatchback,Manual,2WD,Silver,9,1001-1500(cc)
1298,1325000,Maruti Suzuki,46600.0,Petrol,Hatchback,Manual,2WD,White,10,0-1000(cc)
1299,220000,Maruti Suzuki,20000.0,Petrol,Van,Automatic,2WD,White,10,0-1000(cc)
1300,1700000,Maruti Suzuki,57000.0,Petrol,Sedan,Manual,2WD,White,10,1001-1500(cc)
1301,1575000,Maruti Suzuki,450000.0,Petrol,Hatchback,Manual,2WD,White,10,0-1000(cc)
1302,1400000,Maruti Suzuki,44800.0,Petrol,Hatchback,Manual,2WD,White,10,0-1000(cc)
1303,1825000,Maruti Suzuki,46000.0,Petrol,SUV,Automatic,4WD,Other Colors,9,1001-1500(cc)
1304,1999999,Maruti Suzuki,50000.0,Petrol,Hatchback,Manual,2WD,Other Colors,8,1001-1500(cc)
1305,1850000,Maruti Suzuki,57000.0,Petrol,Sedan,Manual,2WD,Blue,9,1001-1500(cc)
1306,1800000,Maruti Suzuki,47000.0,Petrol,Hatchback,Manual,2WD,Blue,9,1001-1500(cc)
1307,795000,Maruti Suzuki,60000.0,Petrol,Van,Manual,2WD,Other Colors,9,0-1000(cc)
1308,1859999,Maruti Suzuki,45000.0,Petrol,Sedan,Manual,2WD,Blue,9,1001-1500(cc)
1309,1800000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Blue,9,1001-1500(cc)
1311,1750000,Maruti Suzuki,51000.0,Petrol,Hatchback,Manual,2WD,Blue,8,1001-1500(cc)
1312,1850000,Maruti Suzuki,46000.0,Petrol,Hatchback,Manual,2WD,Gray,9,1001-1500(cc)
1313,1900000,Maruti Suzuki,65491.0,Petrol,Sedan,Manual,2WD,Gray,9,1001-1500(cc)
1314,1075000,Maruti Suzuki,80000.0,Petrol,Hatchback,Manual,2WD,Gray,9,0-1000(cc)
1316,1375000,Maruti Suzuki,65000.0,Petrol,Van,Manual,2WD,Gray,9,1001-1500(cc)
1317,1850000,Maruti Suzuki,45000.0,Petrol,Sedan,Manual,2WD,Gray,9,1001-1500(cc)
1319,1200000,Maruti Suzuki,46000.0,Petrol,Hatchback,Manual,2WD,Gray,9,0-1000(cc)
1320,1200000,Maruti Suzuki,53000.0,Petrol,Hatchback,Manual,2WD,Gray,9,0-1000(cc)
1321,1280000,Maruti Suzuki,57000.0,Petrol,Hatchback,Automatic,2WD,Gray,9,0-1000(cc)
1322,2000000,Maruti Suzuki,45000.0,Petrol,Hatchback,Automatic,2WD,Gray,9,1001-1500(cc)
1323,1900000,Maruti Suzuki,60000.0,Petrol,Sedan,Manual,2WD,Other Colors,9,1001-1500(cc)
1324,1825000,Maruti Suzuki,48000.0,Petrol,Hatchback,Manual,2WD,Other Colors,9,1001-1500(cc)
1325,1150000,Maruti Suzuki,70000.0,Petrol,Hatchback,Manual,2WD,Other Colors,9,0-1000(cc)
1326,1900000,Maruti Suzuki,60000.0,Petrol,Sedan,Manual,2WD,Other Colors,9,1001-1500(cc)
1331,1550000,Maruti Suzuki,74000.0,Petrol,Hatchback,Automatic,2WD,Red,9,0-1000(cc)
1332,1125000,Maruti Suzuki,65000.0,Petrol,Hatchback,Manual,2WD,Red,9,0-1000(cc)
1333,425000,Maruti Suzuki,73213.0,Petrol,Van,Manual,2WD,Red,9,0-1000(cc)
1336,1950000,Maruti Suzuki,55000.0,Petrol,SUV,Automatic,4WD,Silver,9,1001-1500(cc)
1337,1200000,Maruti Suzuki,43000.0,Petrol,Hatchback,Manual,2WD,Silver,9,0-1000(cc)
1338,1950000,Maruti Suzuki,39000.0,Petrol,Hatchback,Manual,2WD,Silver,9,1001-1500(cc)
1341,1725000,Maruti Suzuki,49500.0,Petrol,Sedan,Automatic,2WD,Silver,9,1001-1500(cc)
1342,1370000,Maruti Suzuki,51000.0,Petrol,Van,Manual,2WD,Silver,9,1001-1500(cc)
1343,1850000,Maruti Suzuki,58000.0,Petrol,Sedan,Manual,2WD,Silver,9,1001-1500(cc)
1344,1250000,Maruti Suzuki,23000.0,Petrol,Hatchback,Manual,2WD,Silver,9,0-1000(cc)
1345,2190000,Maruti Suzuki,30000.0,Petrol,Hatchback,Manual,2WD,Silver,9,1001-1500(cc)
1346,1350000,Maruti Suzuki,140000.0,Petrol,Hatchback,Manual,2WD,Silver,9,0-1000(cc)
1347,1795000,Maruti Suzuki,30000.0,Petrol,Sedan,Manual,4WD,Silver,9,1001-1500(cc)
1348,2190000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,Silver,8,1001-1500(cc)
1349,1275000,Maruti Suzuki,56000.0,Petrol,Van,Manual,2WD,White,9,1001-1500(cc)
1350,1159000,Maruti Suzuki,58000.0,Petrol,Van,Manual,2WD,White,9,1001-1500(cc)
1351,450000,Maruti Suzuki,83000.0,Petrol,Van,Manual,2WD,White,9,0-1000(cc)
1352,1975000,Maruti Suzuki,56587.0,Petrol,Sedan,Manual,2WD,White,9,1001-1500(cc)
1353,1700000,Maruti Suzuki,50000.0,Petrol,Hatchback,Automatic,2WD,White,9,0-1000(cc)
1356,1490000,Maruti Suzuki,42000.0,Petrol,Hatchback,Manual,2WD,White,9,1001-1500(cc)
1357,2200000,Maruti Suzuki,40000.0,Petrol,SUV,Automatic,4WD,Blue,8,1001-1500(cc)
1358,2073000,Maruti Suzuki,21789.0,Petrol,Hatchback,Manual,2WD,Blue,8,0-1000(cc)
1359,2075000,Maruti Suzuki,49000.0,Petrol,Hatchback,Manual,2WD,Gray,8,1001-1500(cc)
1360,2050000,Maruti Suzuki,47000.0,Petrol,Sedan,Manual,2WD,Gray,8,1001-1500(cc)
1361,2000000,Maruti Suzuki,25000.0,Petrol,Hatchback,Manual,2WD,Gray,8,1001-1500(cc)
1362,2075000,Maruti Suzuki,51000.0,Petrol,Hatchback,Manual,2WD,Gray,8,1001-1500(cc)
1363,1665000,Maruti Suzuki,55000.0,Petrol,Hatchback,Manual,2WD,Gray,8,0-1000(cc)
1364,1850000,Maruti Suzuki,50000.0,Petrol,Hatchback,Automatic,2WD,Gray,8,1001-1500(cc)
1365,2450000,Maruti Suzuki,80000.0,Petrol,SUV,Automatic,4WD,Other Colors,8,1001-1500(cc)
1367,1600000,Maruti Suzuki,60000.0,Petrol,Hatchback,Manual,2WD,Other Colors,8,0-1000(cc)
1368,1500000,Maruti Suzuki,30000.0,Petrol,Hatchback,Manual,2WD,Red,8,0-1000(cc)
1369,1450000,Maruti Suzuki,52000.0,Petrol,Hatchback,Automatic,2WD,Red,8,0-1000(cc)
1370,799000,Maruti Suzuki,64257.0,Petrol,Van,Manual,2WD,Silver,8,0-1000(cc)
1371,1425000,Maruti Suzuki,41000.0,Petrol,Hatchback,Manual,2WD,Silver,8,0-1000(cc)
1373,2150000,Maruti Suzuki,74000.0,Petrol,Hatchback,Manual,2WD,Silver,8,1001-1500(cc)
1374,825000,Maruti Suzuki,67000.0,Petrol,Van,Manual,2WD,Silver,8,0-1000(cc)
1377,1455000,Maruti Suzuki,52000.0,Petrol,Hatchback,Manual,2WD,Silver,8,0-1000(cc)
1378,2150000,Maruti Suzuki,45000.0,Petrol,Sedan,Manual,2WD,Silver,8,1001-1500(cc)
1379,2300000,Maruti Suzuki,15300.0,Petrol,Hatchback,Manual,2WD,Silver,7,0-1000(cc)
1380,2350000,Maruti Suzuki,46000.0,Petrol,SUV,Automatic,4WD,White,8,1001-1500(cc)
1382,749000,Maruti Suzuki,10000.0,Petrol,Hatchback,Automatic,2WD,White,8,0-1000(cc)
1383,1175000,Maruti Suzuki,36581.0,Petrol,Hatchback,Automatic,2WD,White,8,0-1000(cc)
1384,1895000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,White,8,1001-1500(cc)
1385,700000,Maruti Suzuki,15000.0,Petrol,Pickup,Automatic,2WD,White,8,0-1000(cc)
1387,2250000,Maruti Suzuki,150000.0,Petrol,Hatchback,Manual,2WD,White,8,0-1000(cc)
1389,2250000,Maruti Suzuki,200000.0,Petrol,Hatchback,Manual,2WD,White,8,0-1000(cc)
1390,2100000,Maruti Suzuki,40000.0,Petrol,Hatchback,Manual,2WD,White,8,1001-1500(cc)
1391,2200000,Maruti Suzuki,200000.0,Petrol,Hatchback,Manual,2WD,White,7,0-1000(cc)
1392,600000,Maruti Suzuki,190000.0,Petrol,Hatchback,Manual,4WD,White,7,0-1000(cc)
1393,500000,Maruti Suzuki,190000.0,Petrol,Hatchback,Manual,4WD,White,7,0-1000(cc)
1394,2650000,Maruti Suzuki,24500.0,Diesel,SUV,Automatic,2WD,Other Colors,7,1001-1500(cc)
1396,2175000,Maruti Suzuki,43900.0,Petrol,Hatchback,Manual,2WD,Blue,7,1001-1500(cc)
1397,2150000,Maruti Suzuki,50000.0,Petrol,Hatchback,Manual,2WD,Blue,7,1001-1500(cc)
1398,1800000,Maruti Suzuki,49000.0,Petrol,Hatchback,Manual,2WD,Blue,7,1001-1500(cc)
1399,1775000,Maruti Suzuki,49000.0,Petrol,Hatchback,Manual,2WD,Blue,7,0-1000(cc)
1401,3000000,Maruti Suzuki,45000.0,Diesel,SUV,Manual,2WD,Blue,6,1001-1500(cc)
1402,1850000,Maruti Suzuki,49000.0,Petrol,Sedan,Manual,2WD,Brown,7,1001-1500(cc)
1403,1750000,Maruti Suzuki,85000.0,Petrol,Hatchback,Automatic,2WD,Gray,7,1001-1500(cc)
1404,2150000,Maruti Suzuki,68000.0,Petrol,Hatchback,Automatic,2WD,Gray,7,1001-1500(cc)
1405,2790000,Maruti Suzuki,45000.0,Diesel,SUV,Manual,2WD,Gray,7,1001-1500(cc)
1406,2700000,Maruti Suzuki,45000.0,Diesel,SUV,Manual,2WD,Gray,7,1001-1500(cc)
1407,1775000,Maruti Suzuki,46000.0,Petrol,Hatchback,Manual,2WD,Gray,7,0-1000(cc)
